timestamp,acceleration
21-33-08.198724,-3700
21-33-08.254324,-3776
21-33-08.309925,-3524
21-33-08.365351,-3832
21-33-08.420793,-3532
21-33-08.476201,-3608
21-33-08.531613,-3576
21-33-08.587007,-3640
21-33-08.642412,-3496
21-33-08.697810,-3648
21-33-08.753221,-3816
21-33-08.808789,-3488
21-33-08.864415,-3400
21-33-08.919964,-3268
21-33-08.975516,-3604
21-33-09.030957,-3644
21-33-09.086376,-3740
21-33-09.141781,-3560
21-33-09.197253,-3648
21-33-09.252684,-3568
21-33-09.308091,-3544
21-33-09.363504,-3376
21-33-09.418900,-3492
21-33-09.474287,-3496
21-33-09.529688,-3628
21-33-09.585092,-3516
21-33-09.640487,-3444
21-33-09.695879,-3484
21-33-09.751283,-3380
21-33-09.806773,-3648
21-33-09.862396,-3596
21-33-09.917869,-3564
21-33-09.973262,-3596
21-33-10.028726,-3344
21-33-10.084138,-3456
21-33-10.139534,-3524
21-33-10.194956,-3588
