timestamp,acceleration
21-38-39.201150,-2568
21-38-39.256747,-2732
21-38-39.312317,-2704
21-38-39.367761,-2748
21-38-39.423221,-2700
21-38-39.478709,-2664
21-38-39.534154,-2724
21-38-39.589578,-2736
21-38-39.645081,-2772
21-38-39.700475,-2924
21-38-39.755949,-2324
21-38-39.811559,-2724
21-38-39.867149,-3060
21-38-39.922710,-2660
21-38-39.978211,-2768
21-38-40.033661,-2700
21-38-40.089061,-2572
21-38-40.144507,-2772
21-38-40.200025,-2704
21-38-40.255438,-2712
21-38-40.310888,-2628
21-38-40.366324,-3004
21-38-40.421757,-2684
21-38-40.477160,-2624
21-38-40.532560,-2688
21-38-40.587946,-2576
21-38-40.643344,-2576
21-38-40.698734,-2812
21-38-40.754126,-2624
21-38-40.809681,-2736
21-38-40.865304,-2720
21-38-40.920754,-2708
21-38-40.976192,-2844
21-38-41.031613,-2864
21-38-41.087010,-2752
21-38-41.142409,-2728
21-38-41.197809,-2864
