timestamp,acceleration
21-32-33.276396,-3636
21-32-33.331978,-3544
21-32-33.387500,-3588
21-32-33.443088,-3728
21-32-33.498538,-3492
21-32-33.553988,-3724
21-32-33.609420,-3584
21-32-33.664872,-3640
21-32-33.720285,-3540
21-32-33.776004,-3660
21-32-33.831948,-3756
21-32-33.887485,-3452
21-32-33.942934,-3540
21-32-33.998393,-3592
21-32-34.053853,-3520
21-32-34.109286,-3552
21-32-34.164723,-3616
21-32-34.220149,-3552
21-32-34.275577,-3760
21-32-34.330998,-3716
21-32-34.386410,-3772
21-32-34.441842,-3520
21-32-34.497299,-3604
21-32-34.552730,-3672
21-32-34.608152,-3608
21-32-34.663577,-3560
21-32-34.718993,-3584
21-32-34.774594,-3476
21-32-34.830287,-3664
21-32-34.885720,-3604
21-32-34.941160,-3332
21-32-34.996599,-3584
21-32-35.052044,-3564
21-32-35.107484,-3652
21-32-35.162914,-3700
21-32-35.218335,-3652
21-32-35.273764,-3620
