timestamp,acceleration
21-56-12.013859,-2728
21-56-12.069400,-2780
21-56-12.124867,-2708
21-56-12.180299,-2716
21-56-12.235725,-2956
21-56-12.291143,-2808
21-56-12.346585,-2804
21-56-12.402046,-2824
21-56-12.457471,-2980
21-56-12.512878,-2620
21-56-12.568295,-2824
21-56-12.623719,-2712
21-56-12.679143,-2760
21-56-12.734550,-2660
21-56-12.789985,-2752
21-56-12.845528,-2368
21-56-12.900979,-2688
21-56-12.956352,-2844
21-56-13.011761,-2596
21-56-13.067173,-2788
21-56-13.122602,-2684
21-56-13.178031,-2740
21-56-13.233439,-2688
21-56-13.288899,-3036
21-56-13.344413,-2924
21-56-13.399831,-2616
21-56-13.455245,-2832
21-56-13.510653,-2776
21-56-13.566113,-2620
21-56-13.621552,-2704
21-56-13.676979,-2604
21-56-13.732391,-2852
21-56-13.787884,-2740
21-56-13.843507,-2748
21-56-13.898906,-2676
21-56-13.954237,-2752
21-56-14.009649,-2920
