timestamp,acceleration
21-38-20.721673,-2668
21-38-20.777332,-2664
21-38-20.833170,-2700
21-38-20.888592,-2424
21-38-20.944029,-2860
21-38-20.999499,-2760
21-38-21.054935,-2712
21-38-21.110336,-2844
21-38-21.165756,-3012
21-38-21.221150,-2904
21-38-21.276559,-2800
21-38-21.332049,-2592
21-38-21.387629,-2332
21-38-21.443036,-2672
21-38-21.498452,-2624
21-38-21.553875,-2564
21-38-21.609268,-2704
21-38-21.664820,-2768
21-38-21.720243,-2752
21-38-21.775777,-2720
21-38-21.832009,-2728
21-38-21.887723,-2752
21-38-21.943232,-2776
21-38-21.998667,-2484
21-38-22.054172,-2600
21-38-22.109577,-2660
21-38-22.164976,-2720
21-38-22.220373,-2840
21-38-22.275772,-2660
21-38-22.331247,-2756
21-38-22.386704,-2636
21-38-22.442166,-2728
21-38-22.497563,-2828
21-38-22.552964,-2808
21-38-22.608354,-2672
21-38-22.663756,-2780
21-38-22.719142,-2592
