timestamp,acceleration
21-48-11.944098,-2768
21-48-11.999712,-2572
21-48-12.055415,-3056
21-48-12.111141,-2764
21-48-12.166692,-2748
21-48-12.222167,-2344
21-48-12.277668,-2864
21-48-12.333110,-2724
21-48-12.388565,-2888
21-48-12.443999,-2652
21-48-12.499446,-2592
21-48-12.554923,-2652
21-48-12.610347,-2596
21-48-12.665772,-2556
21-48-12.721236,-2720
21-48-12.777355,-2608
21-48-12.833083,-2804
21-48-12.888569,-2828
21-48-12.944126,-2824
21-48-12.999843,-2824
21-48-13.055410,-2616
21-48-13.111024,-2800
21-48-13.166561,-2908
21-48-13.221993,-2732
21-48-13.277423,-2800
21-48-13.332850,-2716
21-48-13.388277,-2816
21-48-13.443737,-2736
21-48-13.499449,-3004
21-48-13.554969,-2832
21-48-13.610402,-2580
21-48-13.665869,-2756
21-48-13.721308,-2664
21-48-13.777430,-2628
21-48-13.833148,-2824
21-48-13.888612,-3048
