timestamp,acceleration
21-33-16.411746,-3596
21-33-16.467402,-3628
21-33-16.523058,-3812
21-33-16.578512,-3576
21-33-16.633971,-3600
21-33-16.689393,-3812
21-33-16.744848,-3704
21-33-16.800309,-3840
21-33-16.855924,-3624
21-33-16.911432,-3808
21-33-16.967101,-3496
21-33-17.022580,-3588
21-33-17.078031,-3600
21-33-17.133469,-3332
21-33-17.188888,-3616
21-33-17.244312,-3596
21-33-17.299733,-3568
21-33-17.355158,-3576
21-33-17.410576,-3608
21-33-17.465985,-3720
21-33-17.521412,-3516
21-33-17.576926,-3476
21-33-17.632453,-3616
21-33-17.687882,-3672
21-33-17.743327,-3696
21-33-17.798822,-3636
21-33-17.862658,-3704
21-33-17.918216,-3696
21-33-17.973695,-3432
21-33-18.029191,-3608
21-33-18.084661,-3464
21-33-18.140096,-3580
21-33-18.195522,-3808
21-33-18.250982,-3608
21-33-18.306414,-3704
21-33-18.361842,-3352
