timestamp,acceleration
21-42-21.364071,-2588
21-42-21.419637,-2844
21-42-21.475171,-2584
21-42-21.530898,-2712
21-42-21.586308,-2672
21-42-21.641838,-2740
21-42-21.697442,-2716
21-42-21.752914,-2632
21-42-21.808392,-2756
21-42-21.864121,-2676
21-42-21.919666,-2712
21-42-21.975154,-2720
21-42-22.030630,-2652
21-42-22.086129,-2712
21-42-22.141606,-2724
21-42-22.197026,-2676
21-42-22.252446,-2372
21-42-22.307862,-2796
21-42-22.363275,-2640
21-42-22.418687,-2728
21-42-22.474099,-2640
21-42-22.529511,-2684
21-42-22.584947,-2776
21-42-22.640377,-2624
21-42-22.695845,-2624
21-42-22.751267,-2684
21-42-22.806690,-2500
21-42-22.862264,-2760
21-42-22.917792,-2804
21-42-22.973233,-2792
21-42-23.028643,-2720
21-42-23.084070,-2816
21-42-23.139485,-3048
21-42-23.194890,-2664
21-42-23.250303,-2632
21-42-23.305719,-2808
21-42-23.361127,-2876
