timestamp,acceleration
21-38-26.882841,-2756
21-38-26.938427,-2756
21-38-26.993982,-2704
21-38-27.049397,-2648
21-38-27.104810,-2748
21-38-27.160282,-2668
21-38-27.215703,-2792
21-38-27.271092,-2792
21-38-27.326483,-2584
21-38-27.381909,-2604
21-38-27.437383,-2628
21-38-27.492831,-2664
21-38-27.548290,-2732
21-38-27.603717,-2664
21-38-27.659183,-2736
21-38-27.714591,-2704
21-38-27.770029,-2704
21-38-27.825669,-2640
21-38-27.881236,-2644
21-38-27.936772,-2692
21-38-27.992123,-2612
21-38-28.047481,-2608
21-38-28.102985,-2716
21-38-28.158513,-2736
21-38-28.213943,-2760
21-38-28.269343,-2760
21-38-28.324741,-2804
21-38-28.380158,-2628
21-38-28.435575,-2652
21-38-28.490962,-2584
21-38-28.546500,-2772
21-38-28.602092,-2756
21-38-28.657497,-2336
21-38-28.712999,-2776
21-38-28.768545,-2744
21-38-28.824229,-2712
21-38-28.879800,-2716
