timestamp,acceleration
21-56-57.306845,-2592
21-56-57.362345,-2840
21-56-57.417766,-2648
21-56-57.473179,-2776
21-56-57.528605,-2800
21-56-57.584020,-2908
21-56-57.639446,-2700
21-56-57.694930,-3008
21-56-57.750378,-2732
21-56-57.805868,-2728
21-56-57.861527,-2660
21-56-57.917129,-2580
21-56-57.972560,-2880
21-56-58.027972,-2452
21-56-58.083422,-2812
21-56-58.138963,-2688
21-56-58.194395,-2700
21-56-58.249814,-2704
21-56-58.305285,-2856
21-56-58.360770,-2708
21-56-58.416146,-2564
21-56-58.471550,-2724
21-56-58.526977,-2680
21-56-58.582396,-2752
21-56-58.637893,-2696
21-56-58.693492,-2732
21-56-58.748907,-2744
21-56-58.804366,-2588
21-56-58.859988,-2752
21-56-58.915616,-2832
21-56-58.971325,-2896
21-56-59.026914,-2856
21-56-59.082330,-3012
21-56-59.137784,-2844
21-56-59.193256,-2736
21-56-59.248725,-2852
21-56-59.304145,-2796
