timestamp,acceleration
21-45-22.163611,-2696
21-45-22.219168,-2664
21-45-22.274637,-2804
21-45-22.330215,-2840
21-45-22.385665,-2768
21-45-22.441091,-2748
21-45-22.496521,-2660
21-45-22.551959,-2744
21-45-22.607369,-2768
21-45-22.662859,-2768
21-45-22.718255,-2880
21-45-22.774180,-2740
21-45-22.829916,-2648
21-45-22.885428,-2752
21-45-22.940885,-2652
21-45-22.996305,-2712
21-45-23.051709,-2804
21-45-23.107105,-2728
21-45-23.162540,-2728
21-45-23.218029,-2616
21-45-23.273472,-2676
21-45-23.328900,-2640
21-45-23.384372,-2772
21-45-23.439842,-2364
21-45-23.495327,-2648
21-45-23.550818,-2708
21-45-23.606237,-2684
21-45-23.661699,-2568
21-45-23.717255,-2744
21-45-23.774359,-2748
21-45-23.830155,-2688
21-45-23.885692,-2636
21-45-23.941164,-2800
21-45-23.996603,-2840
21-45-24.052039,-2992
21-45-24.107500,-2836
21-45-24.162956,-2716
