timestamp,acceleration
21-36-12.682124,2344
21-36-12.737736,948
21-36-12.793319,2896
21-36-12.848896,2204
21-36-12.904447,32
21-36-12.959945,964
21-36-13.015426,1588
21-36-13.070956,1268
21-36-13.126656,-84
21-36-13.182252,1984
21-36-13.237735,1892
21-36-13.293205,428
21-36-13.348640,2036
21-36-13.404069,5832
21-36-13.459494,244
21-36-13.514924,-1044
21-36-13.570324,5732
21-36-13.625743,1048
21-36-13.681160,1180
21-36-13.736600,-580
21-36-13.792108,3364
21-36-13.847694,1028
21-36-13.903149,1236
21-36-13.958572,800
21-36-14.014004,3808
21-36-14.069430,1120
21-36-14.124845,3244
21-36-14.180258,3372
21-36-14.235675,4328
21-36-14.291091,736
21-36-14.346557,1200
21-36-14.402029,944
21-36-14.457452,1160
21-36-14.512879,480
21-36-14.568307,464
21-36-14.623723,1496
21-36-14.679190,996
