timestamp,acceleration
21-52-53.724637,-2832
21-52-53.780367,-2692
21-52-53.836107,-2736
21-52-53.891700,-2796
21-52-53.947102,-2736
21-52-54.002552,-2708
21-52-54.057972,-2912
21-52-54.113421,-3068
21-52-54.168863,-2704
21-52-54.224286,-2704
21-52-54.280893,-2640
21-52-54.336440,-2848
21-52-54.391907,-2756
21-52-54.447498,-2700
21-52-54.503173,-2864
21-52-54.558763,-2880
21-52-54.614184,-2796
21-52-54.669579,-2928
21-52-54.725001,-2812
21-52-54.780516,-2780
21-52-54.836308,-2692
21-52-54.892118,-2588
21-52-54.947849,-2332
21-52-55.003439,-2816
21-52-55.058917,-2860
21-52-55.114302,-2892
21-52-55.169722,-2860
21-52-55.225146,-2820
21-52-55.280566,-3064
21-52-55.336070,-2676
21-52-55.391509,-3064
21-52-55.446944,-2932
21-52-55.502467,-2792
21-52-55.557983,-2708
21-52-55.613399,-2824
21-52-55.668819,-2740
21-52-55.724298,-2640
