timestamp,acceleration
17-15-35.899873,-2944
17-15-35.955778,-2980
17-15-36.011841,-2956
17-15-36.067827,-3044
17-15-36.123807,-2876
17-15-36.179785,-2900
17-15-36.235783,-2868
17-15-36.291761,-3000
17-15-36.347765,-3012
17-15-36.403739,-2884
17-15-36.459509,-2984
17-15-36.515481,-3028
17-15-36.571470,-2944
17-15-36.627433,-2876
17-15-36.683414,-2932
17-15-36.739381,-2900
17-15-36.795369,-2924
17-15-36.851335,-3000
17-15-36.907301,-2976
17-15-36.963105,-3004
17-15-37.019134,-2848
17-15-37.074907,-2872
17-15-37.130633,-2920
17-15-37.186573,-2980
17-15-37.242531,-2932
17-15-37.298473,-2956
17-15-37.354434,-2860
17-15-37.410370,-2844
17-15-37.466345,-3128
17-15-37.522373,-3000
17-15-37.578383,-2992
17-15-37.634326,-2980
17-15-37.690291,-2912
17-15-37.746246,-2924
17-15-37.802238,-2872
17-15-37.858169,-2932
