timestamp,acceleration
21-47-00.817622,-2756
21-47-00.873226,-2828
21-47-00.928868,-2680
21-47-00.984348,-2824
21-47-01.040037,-2812
21-47-01.095489,-2984
21-47-01.150981,-2768
21-47-01.206433,-2764
21-47-01.261880,-2780
21-47-01.317319,-2688
21-47-01.372819,-2828
21-47-01.428351,-2888
21-47-01.483828,-2816
21-47-01.539289,-2820
21-47-01.594738,-2396
21-47-01.650187,-2908
21-47-01.705692,-2776
21-47-01.761155,-2728
21-47-01.816587,-2696
21-47-01.872135,-2768
21-47-01.927630,-2684
21-47-01.983145,-2744
21-47-02.038766,-2928
21-47-02.094242,-2760
21-47-02.149679,-2880
21-47-02.205115,-2964
21-47-02.260542,-2652
21-47-02.315957,-2788
21-47-02.371411,-2740
21-47-02.426849,-3056
21-47-02.482278,-2568
21-47-02.537694,-2828
21-47-02.593102,-2628
21-47-02.648519,-2796
21-47-02.703929,-2808
21-47-02.759343,-2796
21-47-02.814761,-2776
