timestamp,acceleration
21-39-06.732136,-2716
21-39-06.787824,-2744
21-39-06.843481,-2700
21-39-06.898944,-2772
21-39-06.954384,-2620
21-39-07.009820,-2696
21-39-07.065258,-2660
21-39-07.120716,-2584
21-39-07.176147,-2860
21-39-07.231569,-2904
21-39-07.287004,-2728
21-39-07.342435,-2804
21-39-07.397916,-2856
21-39-07.453438,-2704
21-39-07.508860,-2804
21-39-07.564289,-2720
21-39-07.619868,-2932
21-39-07.675325,-2596
21-39-07.730759,-2588
21-39-07.786257,-2660
21-39-07.841812,-3064
21-39-07.897292,-2668
21-39-07.952749,-2696
21-39-08.008178,-2804
21-39-08.063612,-2816
21-39-08.119031,-2800
21-39-08.174525,-2652
21-39-08.230114,-2732
21-39-08.285557,-2780
21-39-08.340979,-2976
21-39-08.396415,-2824
21-39-08.451853,-2404
21-39-08.507269,-2808
21-39-08.562687,-2616
21-39-08.618104,-2660
21-39-08.673513,-2444
21-39-08.728930,-2772
