timestamp,acceleration
21-48-22.671938,-2792
21-48-22.727549,-2748
21-48-22.783202,-2656
21-48-22.839015,-2808
21-48-22.894547,-2828
21-48-22.949912,-2856
21-48-23.005346,-2716
21-48-23.060752,-2736
21-48-23.116186,-2868
21-48-23.171602,-2796
21-48-23.227024,-2768
21-48-23.282439,-2816
21-48-23.337873,-2368
21-48-23.393374,-2748
21-48-23.448775,-2708
21-48-23.504230,-2684
21-48-23.559719,-2800
21-48-23.615138,-2600
21-48-23.670561,-2804
21-48-23.726059,-2812
21-48-23.781574,-2800
21-48-23.837330,-2824
21-48-23.892809,-2696
21-48-23.948264,-2712
21-48-24.003680,-2676
21-48-24.059088,-2776
21-48-24.114529,-2804
21-48-24.169942,-2996
21-48-24.225343,-2748
21-48-24.280744,-2828
21-48-24.336144,-2596
21-48-24.391559,-2692
21-48-24.446984,-2824
21-48-24.502410,-2912
21-48-24.557811,-2688
21-48-24.613215,-2672
21-48-24.668612,-2716
