timestamp,acceleration
21-37-02.995871,-2628
21-37-03.051447,-2656
21-37-03.107047,-2668
21-37-03.162463,-2660
21-37-03.217894,-2680
21-37-03.273306,-2520
21-37-03.328754,-2432
21-37-03.384182,-2580
21-37-03.439667,-2356
21-37-03.495059,-2492
21-37-03.550541,-2552
21-37-03.606100,-2576
21-37-03.661530,-2636
21-37-03.716928,-2748
21-37-03.772425,-2600
21-37-03.828364,-2676
21-37-03.883957,-2744
21-37-03.939550,-2660
21-37-03.995018,-2588
21-37-04.050568,-2604
21-37-04.106001,-2808
21-37-04.161435,-2656
21-37-04.216875,-2764
21-37-04.272326,-2628
21-37-04.327769,-2608
21-37-04.383186,-2444
21-37-04.438606,-2720
21-37-04.494022,-2784
21-37-04.549440,-2512
21-37-04.604861,-2312
21-37-04.660315,-2564
21-37-04.715744,-2704
21-37-04.771255,-2684
21-37-04.826964,-2568
21-37-04.882530,-2572
21-37-04.938001,-2772
21-37-04.993451,-2660
