timestamp,acceleration
21-47-35.285760,-2796
21-47-35.341387,-2760
21-47-35.397007,-2676
21-47-35.452473,-2676
21-47-35.508007,-2764
21-47-35.563444,-2704
21-47-35.618970,-2760
21-47-35.674420,-2776
21-47-35.729952,-2664
21-47-35.785520,-2776
21-47-35.841135,-2732
21-47-35.896596,-2752
21-47-35.952034,-2636
21-47-36.007485,-2768
21-47-36.062917,-2752
21-47-36.118348,-2728
21-47-36.173769,-2720
21-47-36.229234,-2368
21-47-36.284658,-2712
21-47-36.340089,-2524
21-47-36.395508,-2684
21-47-36.450969,-2756
21-47-36.506396,-2956
21-47-36.561811,-2784
21-47-36.617229,-2796
21-47-36.672646,-2596
21-47-36.728135,-2884
21-47-36.783771,-2704
21-47-36.839489,-2784
21-47-36.894966,-2780
21-47-36.950384,-2824
21-47-37.005825,-2916
21-47-37.061259,-2672
21-47-37.116733,-2564
21-47-37.172183,-2748
21-47-37.227736,-2764
21-47-37.283250,-2944
